post_id,title,url,publication_date,modified_date,provenance
10512,Rune Casting: Is,https://lettersfortitles.com/rune-casting-is/,2022-12-06,2023-09-08,repository data/corpus.json; WordPress REST API harvest; day precision
10532,How to Listen to a Horse,https://lettersfortitles.com/how-to-listen-to-a-horse/,2022-12-07,2023-09-08,repository data/corpus.json; WordPress REST API harvest; day precision
10620,I is for Iceland Spar,https://lettersfortitles.com/i-is-for-iceland-spar/,2022-12-08,2022-11-30,repository data/corpus.json; WordPress REST API harvest; day precision
10651,Friþ,https://lettersfortitles.com/frith/,2022-12-09,2022-11-30,repository data/corpus.json; WordPress REST API harvest; day precision
10509,How to Stab Somebody with an Icicle,https://lettersfortitles.com/how-to-stab-somebody-with-an-icicle/,2022-12-12,2022-12-12,repository data/corpus.json; WordPress REST API harvest; day precision
10397,War and Peace,https://lettersfortitles.com/war-and-peace/,2022-12-13,2022-12-09,repository data/corpus.json; WordPress REST API harvest; day precision
10485,Hildegicel,https://lettersfortitles.com/hildegicel/,2022-12-14,2022-12-09,repository data/corpus.json; WordPress REST API harvest; day precision
10534,X≠Y≠Z: Y,https://lettersfortitles.com/x%e2%89%a0y%e2%89%a0z-y/,2022-12-15,2023-09-08,repository data/corpus.json; WordPress REST API harvest; day precision
10562,E is for ⁊,https://lettersfortitles.com/e-is-for-%e2%81%8a/,2022-12-16,2022-12-16,repository data/corpus.json; WordPress REST API harvest; day precision
10411,How to Change the World,https://lettersfortitles.com/stirrup/,2022-12-19,2023-09-08,repository data/corpus.json; WordPress REST API harvest; day precision
10399,Translating Eh,https://lettersfortitles.com/translating-eh/,2022-12-20,2022-12-20,repository data/corpus.json; WordPress REST API harvest; day precision
10400,Translating Is,https://lettersfortitles.com/translating-ice/,2022-12-21,2023-09-29,repository data/corpus.json; WordPress REST API harvest; day precision
7702,Stanza 11: Ice,https://lettersfortitles.com/stanza-11-ice/,2022-12-22,2026-01-18,repository data/corpus.json; WordPress REST API harvest; day precision
7700,Stanza 19: War Horse,https://lettersfortitles.com/stanza-19-war-horse/,2022-12-23,2022-12-16,repository data/corpus.json; WordPress REST API harvest; day precision
10854,ᛄ,https://lettersfortitles.com/%e1%9b%84/,2022-12-26,2023-01-13,repository data/corpus.json; WordPress REST API harvest; day precision
10852,ᛒ,https://lettersfortitles.com/%e1%9b%92/,2022-12-27,2022-12-27,repository data/corpus.json; WordPress REST API harvest; day precision
10810,Rune Casting: Ger,https://lettersfortitles.com/rune-casting-ger/,2022-12-28,2023-01-13,repository data/corpus.json; WordPress REST API harvest; day precision
10808,Rune Casting: Beorc,https://lettersfortitles.com/rune-casting-beorc/,2022-12-29,2022-12-21,repository data/corpus.json; WordPress REST API harvest; day precision
10886,How to Calculate a New Year,https://lettersfortitles.com/how-to-calculate-a-new-year/,2022-12-30,2023-01-13,repository data/corpus.json; WordPress REST API harvest; day precision
10872,B is for Beginning,https://lettersfortitles.com/b-is-for-beginning/,2023-01-02,2023-01-13,repository data/corpus.json; WordPress REST API harvest; day precision
10828,Bright Fruits,https://lettersfortitles.com/bright-fruits/,2023-01-03,2022-12-27,repository data/corpus.json; WordPress REST API harvest; day precision
10754,Twigs for Divination,https://lettersfortitles.com/twigs-for-divination/,2023-01-04,2026-01-18,repository data/corpus.json; WordPress REST API harvest; day precision
10666,The Future,https://lettersfortitles.com/the-future/,2023-01-05,2023-01-05,repository data/corpus.json; WordPress REST API harvest; day precision
10910,X≠Y≠Z: Divination,https://lettersfortitles.com/x%e2%89%a0y%e2%89%a0z-divination/,2023-01-06,2023-09-06,repository data/corpus.json; WordPress REST API harvest; day precision
10834,Ge is for Prefix,https://lettersfortitles.com/ge-is-for-prefix/,2023-01-09,2023-01-02,repository data/corpus.json; WordPress REST API harvest; day precision
10784,Y is for Year’s Mind,https://lettersfortitles.com/y-is-for-years-mind/,2023-01-10,2023-01-04,repository data/corpus.json; WordPress REST API harvest; day precision
10699,How to Eat a Birch Tree,https://lettersfortitles.com/how-to-eat-a-birch-tree/,2023-01-11,2023-01-05,repository data/corpus.json; WordPress REST API harvest; day precision
10664,Translating Ger,https://lettersfortitles.com/translating-ger/,2023-01-12,2023-09-29,repository data/corpus.json; WordPress REST API harvest; day precision
10662,Translating Beorc,https://lettersfortitles.com/translating-beorc/,2023-01-13,2023-01-13,repository data/corpus.json; WordPress REST API harvest; day precision
7706,Stanza 18: Birch,https://lettersfortitles.com/birch/,2023-01-16,2023-01-10,repository data/corpus.json; WordPress REST API harvest; day precision
7704,Stanza 12: Year,https://lettersfortitles.com/stanza-12-year/,2023-01-17,2023-01-11,repository data/corpus.json; WordPress REST API harvest; day precision
11130,ᛇ,https://lettersfortitles.com/%e1%9b%87/,2023-01-18,2023-01-12,repository data/corpus.json; WordPress REST API harvest; day precision
10970,ᛏ,https://lettersfortitles.com/%e1%9b%8f/,2023-01-19,2023-01-12,repository data/corpus.json; WordPress REST API harvest; day precision
11060,Rune Casting: Tiw,https://lettersfortitles.com/rune-casting-tiw/,2023-01-20,2023-01-20,repository data/corpus.json; WordPress REST API harvest; day precision
11056,Rune Casting: Eoh,https://lettersfortitles.com/rune-casting-eoh/,2023-01-23,2023-01-18,repository data/corpus.json; WordPress REST API harvest; day precision
11181,How to Travel by Night,https://lettersfortitles.com/how-to-travel-by-night/,2023-01-24,2023-01-24,repository data/corpus.json; WordPress REST API harvest; day precision
11092,Eo is for Eorl,https://lettersfortitles.com/eo-is-for-eorl/,2023-01-25,2023-01-25,repository data/corpus.json; WordPress REST API harvest; day precision
11082,It Never Deceives,https://lettersfortitles.com/it-never-deceives/,2023-01-26,2023-01-20,repository data/corpus.json; WordPress REST API harvest; day precision
11147,♂︎,https://lettersfortitles.com/%e2%99%82%ef%b8%8e/,2023-01-27,2023-09-06,repository data/corpus.json; WordPress REST API harvest; day precision
10951,Trust,https://lettersfortitles.com/trust/,2023-01-30,2023-01-30,repository data/corpus.json; WordPress REST API harvest; day precision
11110,Kings,https://lettersfortitles.com/kings/,2023-01-31,2023-01-31,repository data/corpus.json; WordPress REST API harvest; day precision
11161,X≠Y≠Z: A Joy in the Home,https://lettersfortitles.com/x%e2%89%a0y%e2%89%a0z-a-joy-in-the-home/,2023-02-01,2023-01-29,repository data/corpus.json; WordPress REST API harvest; day precision
11002,T is for Thincso,https://lettersfortitles.com/t-is-for-thincsus/,2023-02-02,2026-01-18,repository data/corpus.json; WordPress REST API harvest; day precision
11036,How to Make Poison,https://lettersfortitles.com/how-to-make-poison/,2023-02-03,2023-02-04,repository data/corpus.json; WordPress REST API harvest; day precision
10923,Translating Tiw,https://lettersfortitles.com/translating-tiw/,2023-02-06,2023-02-03,repository data/corpus.json; WordPress REST API harvest; day precision
10920,Translating Eoh,https://lettersfortitles.com/translating-yew/,2023-02-07,2023-02-10,repository data/corpus.json; WordPress REST API harvest; day precision
7710,Stanza 13: Yew,https://lettersfortitles.com/stanza-13-yew/,2023-02-08,2023-02-05,repository data/corpus.json; WordPress REST API harvest; day precision
7708,Stanza 17: Tiw,https://lettersfortitles.com/stanza-17-tiw/,2023-02-09,2023-02-04,repository data/corpus.json; WordPress REST API harvest; day precision
11363,ᛋ,https://lettersfortitles.com/%e1%9b%8b/,2023-02-10,2026-01-18,repository data/corpus.json; WordPress REST API harvest; day precision
11365,ᛈ,https://lettersfortitles.com/%e1%9b%88/,2023-02-13,2023-02-13,repository data/corpus.json; WordPress REST API harvest; day precision
11299,Rune Casting: Sigel,https://lettersfortitles.com/rune-casting-sigel/,2023-02-14,2023-02-14,repository data/corpus.json; WordPress REST API harvest; day precision
11297,Rune Casting: Peorþ,https://lettersfortitles.com/rune-casting-peorth/,2023-02-15,2023-02-21,repository data/corpus.json; WordPress REST API harvest; day precision
11287,How to Play the Game,https://lettersfortitles.com/how-to-play-the-game/,2023-02-16,2023-02-16,repository data/corpus.json; WordPress REST API harvest; day precision
11375,P is for Poetry,https://lettersfortitles.com/p-is-for-poetry/,2023-02-17,2023-02-17,repository data/corpus.json; WordPress REST API harvest; day precision
11402,Always,https://lettersfortitles.com/always/,2023-02-20,2026-01-18,repository data/corpus.json; WordPress REST API harvest; day precision
11392,X≠Y≠Z: Settlers,https://lettersfortitles.com/x%e2%89%a0y%e2%89%a0z-settlers/,2023-02-21,2026-01-18,repository data/corpus.json; WordPress REST API harvest; day precision
11196,Sitting to Battle,https://lettersfortitles.com/sitting-to-battle/,2023-02-22,2026-01-18,repository data/corpus.json; WordPress REST API harvest; day precision
11411,L-a,https://lettersfortitles.com/l-a/,2023-02-23,2023-02-21,repository data/corpus.json; WordPress REST API harvest; day precision
11329,Battle,https://lettersfortitles.com/battle/,2023-02-24,2023-09-06,repository data/corpus.json; WordPress REST API harvest; day precision
11313,S is for Saxon,https://lettersfortitles.com/s-is-for-saxon/,2023-02-27,2023-02-24,repository data/corpus.json; WordPress REST API harvest; day precision
11347,How to Navigate by the Sun,https://lettersfortitles.com/how-to-navigate-by-the-sun/,2023-02-28,2023-02-24,repository data/corpus.json; WordPress REST API harvest; day precision
11194,Translating Peorð,https://lettersfortitles.com/translating-peord/,2023-03-01,2023-03-01,repository data/corpus.json; WordPress REST API harvest; day precision
11195,Translating Sigel,https://lettersfortitles.com/translating-sigel/,2023-03-02,2023-02-25,repository data/corpus.json; WordPress REST API harvest; day precision
7714,Stanza 16: Sun,https://lettersfortitles.com/sun/,2023-03-03,2026-01-18,repository data/corpus.json; WordPress REST API harvest; day precision
7712,Stanza 14: The Game,https://lettersfortitles.com/the-game/,2023-03-06,2023-02-27,repository data/corpus.json; WordPress REST API harvest; day precision
11540,ᛉ,https://lettersfortitles.com/%e1%9b%89/,2023-03-07,2023-02-28,repository data/corpus.json; WordPress REST API harvest; day precision
11529,Rune Casting: Eolhx,https://lettersfortitles.com/rune-casting-eolhx/,2023-03-08,2023-02-28,repository data/corpus.json; WordPress REST API harvest; day precision
11459,X is for,https://lettersfortitles.com/x-is-for/,2023-03-09,2023-03-09,repository data/corpus.json; WordPress REST API harvest; day precision
11552,Fen,https://lettersfortitles.com/fen/,2023-03-10,2023-03-02,repository data/corpus.json; WordPress REST API harvest; day precision
11420,Twist,https://lettersfortitles.com/twist/,2023-03-13,2023-03-13,repository data/corpus.json; WordPress REST API harvest; day precision
11516,Loop,https://lettersfortitles.com/loop/,2023-03-14,2023-03-13,repository data/corpus.json; WordPress REST API harvest; day precision
11498,How to See the Pair in the Middle,https://lettersfortitles.com/how-to-see-the-pair-in-the-middle/,2023-03-15,2023-09-05,repository data/corpus.json; WordPress REST API harvest; day precision
11418,Translating Eolhx,https://lettersfortitles.com/translating-helix/,2023-03-16,2023-03-16,repository data/corpus.json; WordPress REST API harvest; day precision
7716,Stanza 15: Helix,https://lettersfortitles.com/stanza-15-helix/,2023-03-17,2023-09-05,repository data/corpus.json; WordPress REST API harvest; day precision
11559,The Middle,https://lettersfortitles.com/the-middle/,2023-03-20,2026-02-06,repository data/corpus.json; WordPress REST API harvest; day precision
